,Word,Senses,Glosa,PoS,SynsetPoS
720,incapaz,2,é incapaz de comprender o asunto,a,glg-30-00307474-a
721,incapaz,2,incapaz de facer o traballo,a,glg-30-00307474-a
722,capaz,3,ninguén o cría capaz de asasinalo,a,glg-30-00308015-a
723,incapaz,4,simplemente incapaz de mentir,a,glg-30-00308188-a
724,atento,2,atento cos nenos,a,glg-30-00308355-a
725,coidadoso,2,son coidadosos ao cruzar a rúa con moito tráfico,a,glg-30-00309021-a
726,coidadoso,2,é coidadoso para manter os zapatos limpos,a,glg-30-00309021-a
727,coidadoso,2,fixo unha investigación moi coidadosa,a,glg-30-00309021-a
728,coidadoso,2,restauradores coidadosos de arte,a,glg-30-00309021-a
729,coidadoso,2,coidadoso cos dereitos dos demais,a,glg-30-00309021-a
730,coidadoso,2,coidadoso co seu comportamento,a,glg-30-00309021-a
731,descoidado,1,descoidado coas súas roupas,a,glg-30-00311663-a
732,descoidado,1,esquecido por algunha persoa descoidada,a,glg-30-00311663-a
733,descoidado,1,unha empregada descoidada,a,glg-30-00311663-a
734,descoidado,1,unha revisión descoidada,a,glg-30-00311663-a
735,descoidado,1,foi un erro por descoidado,a,glg-30-00311663-a
736,descoidado,1,ferido por un comentario descoidado,a,glg-30-00311663-a
737,carnívoro,1,"as plantas carnívoras son capaces de prender e dixerir pequenos animais, especialmente insectos",a,glg-30-00313387-a
738,alfombrado,1,o corredor alfombrado,a,glg-30-00316274-a
739,alfombrado,1,unha ladeira alfombrada de flores,a,glg-30-00316274-a
740,sen_alfombra,1,pisos libres sen alfombras,a,glg-30-00316477-a
741,tallado,1,a ornamentación tallada,a,glg-30-00317008-a
742,caulinar,1,as follas caulinares,a,glg-30-00318498-a
743,radical,1,follas radicais,a,glg-30-00318667-a
744,censurado,1,a prensa censurada nalgúns países,a,glg-30-00318942-a
745,sen_censura,1,as noticias sen censura,a,glg-30-00319262-a
746,causante,1,a pobreza como un factor causante da criminalidade,a,glg-30-00322457-a
747,cauteloso,2,reservado e cauteloso; nunca toma decisións apresuradas,a,glg-30-00325281-a
748,cauteloso,2,un condutor cauteloso,a,glg-30-00325281-a
749,imprudente,1,un comentario imprudente,a,glg-30-00326436-a
750,imprudente,1,unha conversa imprudente,a,glg-30-00326436-a
751,celular,1,a construción celular dunha colmea,a,glg-30-00327031-a
752,celular,1,calquera oposición eficaz dun réxime totalitario debe ser secreta e celular,a,glg-30-00327031-a
753,compartimentado,1,unha caixa compartimentada,a,glg-30-00328798-a
754,compartimentado,1,a sociedade protexida e compartimentada da Beacon Hill (John Mason Brown),a,glg-30-00328798-a
755,non_poroso,1,madeira non porosa,a,glg-30-00329695-a
756,central,1,unha posición central,a,glg-30-00329831-a
757,periférico,1,as provincias periféricas de Rusia,a,glg-30-00331446-a
758,periférico,1,os suburbios periféricos,a,glg-30-00331446-a
759,centrífugo,1,a forza centrífuga,a,glg-30-00332375-a
760,centrípeta,1,a forza centrípeta,a,glg-30-00332869-a
761,aferente,2,nervios aferentes,a,glg-30-00333351-a
762,aferente,2,impulsos aferentes,a,glg-30-00333351-a
763,eferente,2,os nervios e os impulsos eferentes,a,glg-30-00333987-a
764,seguro,5,o que é seguro é que todo efecto ten unha causa,a,glg-30-00335421-a
765,seguro,5,o seu destino é seguro,a,glg-30-00335421-a
766,inseguro,1,un futuro inseguro,a,glg-30-00336168-a
767,inseguro,1,os plans aínda son inseguros,a,glg-30-00336168-a
768,certo,6,estaba certo de que xa o tiña visto,a,glg-30-00336831-a
769,incerto,3,incerto das súas conviccións,a,glg-30-00337404-a
770,incerto,3,un incerto sorriso,a,glg-30-00337404-a
771,incerto,3,tocou os adornos con dedos incertos,a,glg-30-00337404-a
772,convencido,1,un pacifista convencido e fanático,a,glg-30-00338421-a
773,non_convencido,1,aínda non estou convencido,a,glg-30-00338551-a
774,confiado,2,unha resposta confiada,a,glg-30-00338817-a
775,confiado,2,a súa actitude é máis confiada nestes días,a,glg-30-00338817-a
776,confiado,2,confiado no cumprimento,a,glg-30-00338817-a
777,apoucado,3,quedou na porta apoucado e avergoñado,a,glg-30-00339941-a
778,certo,10,o seu destino é certo,a,glg-30-00340239-a
779,certo,10,está certo da vitoria,a,glg-30-00340239-a
780,incerto,4,todo é incerto sobre o exército,a,glg-30-00341405-a
781,incerto,4,a cuestión é incerta,a,glg-30-00341405-a
782,certificado,1,un contador público certificado,a,glg-30-00342250-a
783,inevitable,1,o resultado inevitable,a,glg-30-00343015-a
784,evitable,1,consciente do evitable sufrimento humano (A.L.Guerard),a,glg-30-00343883-a
785,inevitable,2,a histeria inevitable,a,glg-30-00344024-a
786,cambiante,1,humor cambiante,a,glg-30-00344125-a
787,inmutable,1,unha parte fixa e inmutable do xermoplasma (Ashley Montagu),a,glg-30-00346991-a
788,inmutable,1,as estacións inmutables,a,glg-30-00346991-a
789,inmutable,1,un dos feitos inmutábeis da vida,a,glg-30-00346991-a
790,conmutable,1,a sentenza de morte foi conmutable por cadea perpetua,a,glg-30-00348198-a
791,modificable,1,roupa modificable,a,glg-30-00349295-a
792,inmutable,1,unha regra básica inmutable,a,glg-30-00349523-a
793,modificable,2,"o ritmo do tempo fisiolóxico non é modificable, excepto por interferencia de certos procesos fundamentais (Alexis Carrel)",a,glg-30-00350069-a
794,non_modificable,1,"estas variacións do costume son ilóxicas, incomprensibles e non modificables",a,glg-30-00350384-a
795,axustado,1,unha reivindicación de seguro axustada,a,glg-30-00350621-a
796,non_axustado,1,"unha figura non axustada do 8,5 %",a,glg-30-00351226-a
797,inadaptado,1,un neno inadaptado,a,glg-30-00351818-a
798,alterado,1,a política alterada prometeu éxito,a,glg-30-00352127-a
799,alterado,1,"tras un curso alterado, logo nos atopamos de volta na civilización",a,glg-30-00352127-a
800,alterado,1,el mirou ... cos ollos nubrados e cunha forma alterada da respiración (Charles Dickens),a,glg-30-00352127-a
801,inalterado,3,persiste inalterada no tempo,a,glg-30-00353206-a
802,cambiado,1,a actitude cambiada,a,glg-30-00354433-a
803,cambiado,1,os estilos cambiados dos vestidos,a,glg-30-00354433-a
804,cambiado,1,un país moi cambiado despois da guerra,a,glg-30-00354433-a
805,inalterado,2,as causas que os produciron permaneceron inalteradas,a,glg-30-00355258-a
806,mutable,1,unha substancia mutable,a,glg-30-00356339-a
807,inmutable,2,"a visión da época era que todas as especies eran inmutables, creadas por Deus",a,glg-30-00356648-a
808,característico,1,escoitei a risa característica do meu amigo,a,glg-30-00356926-a
809,característico,1,o vermello e o dourado son as cores características do outono,a,glg-30-00356926-a
810,característico,1,característico das raias de cebra,a,glg-30-00356926-a
811,inusual,1,un libro inusual do seu autor,a,glg-30-00357983-a
812,cargado,1,partículas cargadas,a,glg-30-00358132-a
813,cargado,1,unha batería cargada,a,glg-30-00358132-a
814,descargado,1,unha partícula descargada,a,glg-30-00358951-a
815,descargado,1,unha batería descargada,a,glg-30-00358951-a
816,caritativo,1,caritativo cos pobres,a,glg-30-00359459-a
817,caritativo,1,fundación caritativa,a,glg-30-00359459-a
818,egoísta,1,todas as palabras piadosas e actos egoístas (Charles Reade),a,glg-30-00359862-a
819,fretado,1,un avión fretado,a,glg-30-00360041-a
820,con_dono,1,can con dono,a,glg-30-00360306-a
821,sen_dono,1,can sen dono,a,glg-30-00360569-a
822,casto,1,unha santa muller inocente e casta,a,glg-30-00360650-a
823,alegre,1,a súa natureza alegre,a,glg-30-00362467-a
824,alegre,1,un cumprimento alegre,a,glg-30-00362467-a
825,alegre,1,un cuarto alegre,a,glg-30-00362467-a
826,alegre,1,alegre como podería estar calquera persoa confinada nunha cama de hospital,a,glg-30-00362467-a
827,deprimente,1,a perspectiva económica é deprimente,a,glg-30-00364479-a
828,deprimente,1,unha persoa temperamental e deprimente,a,glg-30-00364479-a
829,deprimente,1,un lugar deprimente,a,glg-30-00364479-a
830,monoclínico,1,un sistema monoclínico,a,glg-30-00366025-a
831,triclínico,1,un sistema triclínico,a,glg-30-00366185-a
832,monocromático,1,a luz monocromática,a,glg-30-00366355-a
833,policromático,1,a luz policromática,a,glg-30-00366526-a
834,negro,1,as chaquetas de coiro negro,a,glg-30-00392812-a
835,negro,1,negro como o carbón,a,glg-30-00392812-a
836,negro,1,rico solo negro,a,glg-30-00392812-a
837,branco,1,branca como a neve fresca,a,glg-30-00393105-a
838,branco,1,o vestido branco da noiva,a,glg-30-00393105-a
839,insaturado,3,un vermello insaturado,a,glg-30-00393852-a
840,colorado,1,ilustracións coloradas marabillosas,a,glg-30-00394135-a
841,en_branco_e_negro,1,un filme en branco e negro,a,glg-30-00394331-a
842,en_branco_e_negro,1,unha televisión en branco e negro,a,glg-30-00394331-a
843,en_branco_e_negro,1,a película foi en branco e negro,a,glg-30-00394331-a
844,colorado,2,papel crepé de cores,a,glg-30-00394562-a
845,colorado,2,as cabezas de cor ámbar dos grans,a,glg-30-00394562-a
846,incoloro,1,a auga pura é incolora,a,glg-30-00401650-a
847,manchado,2,un mantel moi manchado,a,glg-30-00402004-a
848,manchado,2,o rostro manchado de bágoas,a,glg-30-00402004-a
849,colorido,1,follas de outono coloridas,a,glg-30-00402419-a
850,colorido,3,un período colorido da historia,a,glg-30-00406867-a
851,colorido,3,un personaxe colorido,a,glg-30-00406867-a
852,colorido,3,linguaxe colorida,a,glg-30-00406867-a
853,incoloro,2,unha persoa incolora e sen imaxinación,a,glg-30-00408031-a
854,incoloro,2,unha descrición incolora do desfile,a,glg-30-00408031-a
855,claro,2,azul claro,a,glg-30-00408660-a
856,claro,2,cores claras como os tons pasteis,a,glg-30-00408660-a
857,claro,2,un po de cor clara,a,glg-30-00408660-a
858,escuro,2,verde escuro,a,glg-30-00409440-a
859,escuro,2,lentes escuros,a,glg-30-00409440-a
860,escuro,2,cores escuras como o viño tinto ou o azul mariño,a,glg-30-00409440-a
861,cromático,1,unha escala cromática,a,glg-30-00409750-a
862,cismontano,1,unha competición no estado de Virxinia entre a poboación cismontana e a transmontana,a,glg-30-00410078-a
863,transmontano,1,a sección transmontana do Estado,a,glg-30-00410449-a
864,civilizado,1,os actos terroristas que sacudiron o mundo civilizado,a,glg-30-00411886-a
865,clásico,1,a cerámica chinesa clásica,a,glg-30-00413622-a
866,clasificado,2,miles de documentos clasificados foron agora desclasificados,a,glg-30-00415228-a
867,analizado,1,os datos analizados indican tendencias sorprendentes,a,glg-30-00416765-a
868,analizado,1,un poema coidadosamente analizado pode ser como unha bolboreta morta presa nunha táboa,a,glg-30-00416765-a
869,non_analizado,1,un composto non analizado,a,glg-30-00417032-a
870,non_analizado,1,datos non analizados,a,glg-30-00417032-a
871,limpo,1,os nenos con rostros limpos e brillantes,a,glg-30-00417413-a
872,limpo,1,as camisas brancas e limpas,a,glg-30-00417413-a
873,limpo,1,os pratos limpos,a,glg-30-00417413-a
874,limpo,1,unha casa impecablemente limpa,a,glg-30-00417413-a
875,limpo,1,os gatos son animais limpos,a,glg-30-00417413-a
876,sucio,1,sucias beirarrúas sen varrer,a,glg-30-00419289-a
877,sucio,1,un neno cun mono sucio,a,glg-30-00419289-a
878,sucio,1,rimas de pratos sucios,a,glg-30-00419289-a
879,sucio,1,puxo os seus pés sucios sobre a saba limpa,a,glg-30-00419289-a
880,sucio,1,a minaría é un traballo sucio,a,glg-30-00419289-a
881,sucio,1,Cincenta fixo o traballo sucio mentres as súas irmás se congratulaban elas mesmas,a,glg-30-00419289-a
882,limpo,4,gozo limpo e bo,a,glg-30-00424008-a
883,sucio,2,palabras sucias,a,glg-30-00424370-a
884,sucio,2,un home vello e sucio,a,glg-30-00424370-a
885,sucio,2,ten unha boca sucia,a,glg-30-00424370-a
886,limpo,3,o combustible limpo,a,glg-30-00426347-a
887,limpo,3,os motores máis limpos e máis eficientes,a,glg-30-00426347-a
888,sucio,2,unha bomba sucia libera inxentes cantidades de chuvia radioactiva de longa duración,a,glg-30-00426608-a
889,radioactivo,1,isótopo radioactivo,a,glg-30-00426907-a
890,radioactivo,1,putrefacción radioactiva,a,glg-30-00426907-a
891,radioactivo,1,precipitación radioactiva,a,glg-30-00426907-a
892,sucio,3,a carne sucia,a,glg-30-00427786-a
893,claro,1,un perigo claro e presente,a,glg-30-00428404-a
894,claro,1,unha explicación clara,a,glg-30-00428404-a
895,claro,1,un claro caso de asasinato,a,glg-30-00428404-a
896,claro,1,unha clara indicación de que estaba enfadado,a,glg-30-00428404-a
897,claro,1,deunos unha idea clara da natureza humana,a,glg-30-00428404-a
898,escuro,3,a propia lei era escura en canto a este punto,a,glg-30-00430191-a
899,escuro,3,a razón para as súas accións é escura hoxe en día,a,glg-30-00430191-a
900,transparente,1,auga transparente,a,glg-30-00431447-a
901,transparente,1,bolsas de plástico transparentes,a,glg-30-00431447-a
902,transparente,1,vidro transparente,a,glg-30-00431447-a
903,transparente,1,o aire está transparente e limpo,a,glg-30-00431447-a
904,opaco,1,as fiestras opacas do cárcere,a,glg-30-00433115-a
905,opaco,1,opaco para os raios X,a,glg-30-00433115-a
906,radiolúcido,1,tecidos radiolúcidos,a,glg-30-00434692-a
907,radiopaco,1,o sulfato de bario é radiopaco,a,glg-30-00434838-a
908,confuso,4,a enxurrada de preguntas deixouno perplexo e confuso,a,glg-30-00435492-a
909,clemente,2,un xuíz máis clemente reduciulle a pena,a,glg-30-00437539-a
910,inclemente,1,a dura sentenza dun xuíz inclemente,a,glg-30-00437852-a
911,clemente,1,clima clemente,a,glg-30-00438166-a
912,afastado,1,vimos dun país afastado,a,glg-30-00442361-a
913,afastado,1,unha viaxe afastada,a,glg-30-00442361-a
914,afastado,1,afastado do futuro,a,glg-30-00442361-a
915,achegado,2,eles están achegados aos iguais,a,glg-30-00444519-a
916,achegado,2,unha cousa moi achegada,a,glg-30-00444519-a
917,achegado,2,tiña pelos achegados,a,glg-30-00444519-a
918,distante,2,as aldeas distantes,a,glg-30-00445548-a
919,distante,2,unha chamada distante,a,glg-30-00445548-a
920,achegado,1,estamos achegados á cidade?,a,glg-30-00446921-a
921,afastado,3,primo afastado,a,glg-30-00450606-a
922,directo,2,unha semellanza directa,a,glg-30-00451510-a
923,de_curmán,1,un bico de curmán,a,glg-30-00453529-a
924,vestido,2,vestido e en perfecto xuízo (Biblia),a,glg-30-00453726-a
925,vestido,2,orgulloso da súa familia ben vestida,a,glg-30-00453726-a
926,vestido,2,os enfermeiros vestidos de branco,a,glg-30-00453726-a
927,enselado,1,"enselado, estimulado e preparado para montar",a,glg-30-00460386-a
928,claro,3,nun día claro,a,glg-30-00460735-a
929,nubrado,1,ceo nubrado,a,glg-30-00461311-a
930,costeiro,1,os pantanos costeiros,a,glg-30-00462909-a
931,costeiro,1,as augas costeiras,a,glg-30-00462909-a
932,costeiro,1,a chaira costeira do Atlántico,a,glg-30-00462909-a
933,mareiro,1,unha brisa mareira,a,glg-30-00464195-a
934,mareiro,1,un vento mareiro,a,glg-30-00464195-a
935,mareiro,1,abrigada dos ventos mareiros,a,glg-30-00464195-a
936,do_interior,1,os ventos do interior,a,glg-30-00464399-a
937,coherente,6,un argumento coherente,a,glg-30-00464513-a
938,incoherente,1,unha presentación ampulosa e incoherente,a,glg-30-00464962-a
939,pregable,1,un bote pregable,a,glg-30-00465737-a
940,rachado,1,un muro rachado,a,glg-30-00466577-a
941,publicado,1,as obras completas de Dickens publicadas,a,glg-30-00470930-a
942,inédito,1,as cartas e os diarios inéditos,a,glg-30-00471072-a
943,declarado,1,a súa declarada opinión,a,glg-30-00471348-a
944,non_declarado,1,os resultados non declarados,a,glg-30-00471966-a
945,declarable,1,a renda declarable,a,glg-30-00472057-a
946,indeclarable,1,moi pouca renda é indeclarable,a,glg-30-00472177-a
947,explosivo,1,dispositivo explosivo,a,glg-30-00474620-a
948,explosivo,1,acontecemento explosivo,a,glg-30-00474620-a
949,explosivo,1,forza explosiva,a,glg-30-00474620-a
950,explosivo,1,violencia explosiva,a,glg-30-00474620-a
951,explosivo,1,un temperamento explosivo,a,glg-30-00474620-a
952,non_explosivo,1,os gases non explosivos,a,glg-30-00475008-a
953,non_explosivo,1,un combustible non explosivo,a,glg-30-00475008-a
954,acendido,1,a velas acendidas,a,glg-30-00475125-a
955,acendido,1,un fogo de artificio acendido,a,glg-30-00475125-a
956,apagado,4,"a mesa estaba baleira, as velas apagadas",a,glg-30-00475749-a
957,apagado,4,ten un cigarro apagado,a,glg-30-00475749-a
958,cómodo,3,un porto cómodo,a,glg-30-00475996-a
959,cómodo,3,un edificio cómodo e axeitado para convencións,a,glg-30-00475996-a
960,incómodo,1,aloxamentos incómodos,a,glg-30-00476494-a
961,cómodo,1,roupa cómoda,a,glg-30-00476819-a
962,cómodo,1,fíxose cómodo nunha poltrona,a,glg-30-00476819-a
963,cómodo,1,sénteste cómodo agora?,a,glg-30-00476819-a
964,incómodo,3,un día incómodo de sol quente,a,glg-30-00478015-a
965,cómodo,2,estaba estable nun traballo cómodo para o que estaba ben preparado,a,glg-30-00479330-a
966,cómodo,2,o pensamento cómodo de que nada podería dar mal,a,glg-30-00479330-a
967,cómodo,2,estaba cómodo nas súas crenzas relixiosas,a,glg-30-00479330-a
968,cómodo,2,ela sentiuse cómoda cos pais do noivo,a,glg-30-00479330-a
969,incómodo,2,este tipo de vida pode resultar prexudicial e incómoda,a,glg-30-00479933-a
970,incómodo,2,a verdade incómoda,a,glg-30-00479933-a
971,incómodo,2,medrou incómodo baixo os ollos de valoración,a,glg-30-00479933-a
972,incómodo,2,unha forma incómoda de sorprenderme xusto cando eu me sentía máis segura,a,glg-30-00479933-a
973,incómodo,2,a presenza do profesor na conferencia fixo que o neno estivese moi incómodo,a,glg-30-00479933-a
974,proporcionado,1,a remuneración debe ser proporcionada ao tempo traballado,a,glg-30-00481222-a
975,desproporcionado,1,unha recompensa desproporcionada ao seu esforzo,a,glg-30-00481855-a
976,proporcionado,2,a representación proporcionada dun grupo minoritario,a,glg-30-00482227-a
977,comercial,1,camioneiro comercial,a,glg-30-00483146-a
978,comercial,1,televisión comercial,a,glg-30-00483146-a
979,comercial,1,diamantes comerciais,a,glg-30-00483146-a
980,residencial,1,un hotel residencial,a,glg-30-00485044-a
981,residencial,1,un barrio residencial,a,glg-30-00485044-a
982,residencial,1,unha zona residencial,a,glg-30-00485044-a
983,non_residencial,1,as áreas comerciais ou non residenciais dunha cidade,a,glg-30-00485252-a
984,común,2,o home común,a,glg-30-00485711-a
985,común,2,un mariñeiro común,a,glg-30-00485711-a
986,común,2,o arrefriado común,a,glg-30-00485711-a
987,común,2,un problema común,a,glg-30-00485711-a
988,común,2,o que segue o procedemento común,a,glg-30-00485711-a
989,común,2,é de coñecemento común que vive soa,a,glg-30-00485711-a
990,común,2,a mosca común,a,glg-30-00485711-a
991,común,2,unha marca común de xabón,a,glg-30-00485711-a
992,inusual,2,fai unha cantidade inusual de negocios,a,glg-30-00487653-a
993,inusual,2,un gusto inusual polo diñeiro,a,glg-30-00487653-a
994,inusual,2,el tiña a súa gran débeda co carácter e coa capacidade inusual da súa nai,a,glg-30-00487653-a
995,usual,2,a usual calor do verán,a,glg-30-00489108-a
996,inusual,3,unha escena dunha beleza inusual,a,glg-30-00490035-a
997,inusual,3,un home de habilidade inusual,a,glg-30-00490035-a
998,común,1,para o ben común,a,glg-30-00492677-a
999,común,1,as terras comúns están reservadas para o uso de todos os membros da comunidade,a,glg-30-00492677-a
1000,individual,2,"por favor, marcar as páxinas individuais",a,glg-30-00493460-a
1001,comunicativo,1,era unha persoa comunicativa e rapidamente dixo todo o que sabía (W. M. Thackeray),a,glg-30-00494907-a
1002,compacto,1,o solo compacto,a,glg-30-00502180-a
1003,compacto,1,os grupos compactos de flores,a,glg-30-00502180-a
1004,solto,1,grava solta,a,glg-30-00503321-a
1005,incomparable,1,unha semana incomparable de descanso e pracer,a,glg-30-00504592-a
1006,compasivo,1,escoitou a voz suave e compasiva das mulleres,a,glg-30-00506299-a
1007,compatible,1,unha parella compatible de casados,a,glg-30-00507464-a
1008,compatible,1,os seus actos foron compatibles coa súa ideoloxía,a,glg-30-00507464-a
1009,incompatible,1,as personalidades incompatibles,a,glg-30-00508192-a
1010,incompatible,1,as cores incompatibles,a,glg-30-00508192-a
1011,competente,1,un dactilógrafo competente,a,glg-30-00510050-a
1012,incompetente,1,o servizo secreto incompetente,a,glg-30-00511214-a
1013,incompetente,1,a rodaxe era imposible e incompetente,a,glg-30-00511214-a
1014,competente,2,un tribunal competente,a,glg-30-00512130-a
1015,competente,2,un testemuño competente,a,glg-30-00512130-a
1016,incapacitado,1,en xeral non se aceptan nun xuízo as testemuñas legalmente incapacitadas,a,glg-30-00512261-a
1017,competitivo,1,os xogos competitivos,a,glg-30-00512487-a
1018,competitivo,1,para mellorar a súa posición competitiva,a,glg-30-00512487-a
1019,non_competitivo,1,as posicións non competitivas,a,glg-30-00513165-a
1020,non_competitivo,1,o interese en xogos non competitivos,a,glg-30-00513165-a
1021,reclamante,1,un xefe reclamante,a,glg-30-00513799-a
1022,resignado,1,a coraxe resignada,a,glg-30-00514278-a
1023,compresible,1,materiais de envasado compresibles,a,glg-30-00514396-a
1024,non_compresible,1,montes de lixo incompresibles,a,glg-30-00514717-a
1025,enteiro,1,o porco enteiro,a,glg-30-00514884-a
1026,enteiro,1,unha semana enteira,a,glg-30-00514884-a
1027,fraccional,1,unha parte fraccional do voto,a,glg-30-00516539-a
1028,enteiro,2,irmáns de todo,a,glg-30-00517916-a
1029,medio,1,un medio irmán,a,glg-30-00518035-a
1030,comprometido,1,os membros comprometidos da igrexa,a,glg-30-00518164-a
1031,comprometido,1,un marxista comprometido,a,glg-30-00518164-a
1032,dedicado,1,unha bailarina dedicada,a,glg-30-00519211-a
1033,dedicado,1,os profesores dedicados,a,glg-30-00519211-a
1034,dedicado,1,dedicada á proposición de que todos os homes foron creados iguais (A. Lincoln),a,glg-30-00519211-a
1035,non_dedicado,1,"o parque está concluído, pero aínda non dedicado",a,glg-30-00520081-a
1036,completo,1,unha comida completa,a,glg-30-00520214-a
1037,completo,1,un armario completo,a,glg-30-00520214-a
1038,completo,1,un conxunto completo de porcelana,a,glg-30-00520214-a
1039,completo,1,unha completa derrota,a,glg-30-00520214-a
1040,completo,1,unha contabilidade completa,a,glg-30-00520214-a
1041,incompleto,1,un relato incompleto da súa vida,a,glg-30-00523978-a
1042,incompleto,1,consecuencias políticas do éxito militar incompleto,a,glg-30-00523978-a
1043,incompleto,1,un abono incompleto,a,glg-30-00523978-a
1044,integral,2,unha educación integral,a,glg-30-00525453-a
1045,sereno,1,o artista parecía sereno completamente cando pisou o escenario,a,glg-30-00529266-a
1046,comprensible,1,unha idea comprensible para unha mente media,a,glg-30-00532892-a
1047,incomprensible,2,a cousa máis incomprensible sobre o universo é que é comprensible (A. Einstein),a,glg-30-00533851-a
1048,concentrado,2,os seus esforzos concentrados,a,glg-30-00538565-a
1049,concentrado,2,a súa atención concentrada,a,glg-30-00538565-a
1050,concentrado,2,o estudo concentrado,a,glg-30-00538565-a
1051,concentrado,2,un segmento estreito do mineral concentrado,a,glg-30-00538565-a
1052,concéntrico,1,os círculos concéntricos,a,glg-30-00542953-a
1053,excéntrico,1,os círculos excéntricos,a,glg-30-00543200-a
1054,preocupado,1,os pais preocupados dos menores infractores,a,glg-30-00543603-a
1055,preocupado,1,estaba preocupado polo futuro,a,glg-30-00543603-a
1056,preocupado,1,sentímonos preocupados polo cumprimento da tarefa,a,glg-30-00543603-a
1057,preocupado,1,moi preocupado en non decepcionar o neno pequeno,a,glg-30-00543603-a
1058,despreocupado,1,despreocupado alegremente coa situación difícil do seu amigo ,a,glg-30-00545015-a
1059,despreocupado,1,é tan despreocupado que lle cortaron a auga por non pagar as facturas,a,glg-30-00545015-a
1060,conciso,1,unha explicación concisa,a,glg-30-00546646-a
1061,prolixo,1,a edición dun manuscrito prolixo,a,glg-30-00548781-a
1062,prolixo,1,un conferenciante prolixo que conta máis do que queres saber,a,glg-30-00548781-a
1063,decisivo,1,a evidencia é decisiva,a,glg-30-00550282-a
1064,non_decisivo,1,unha resposta non decisiva,a,glg-30-00550777-a
1065,non_decisivo,1,a votación na comisión non decisiva,a,glg-30-00550777-a
1066,consumado,1,unha transacción consumada,a,glg-30-00551806-a
1067,non_consumado,1,un matrimonio non consumado pode ser anulado,a,glg-30-00552168-a
1068,coordinado,1,'e' en 'Xoán e María' ou en 'Xoán e María camiñaron polo monte' é unha conxunción coordinada; e así tamén 'ou' en 'vai ou queda?',a,glg-30-00552315-a
1069,subordinado,1,'cando' en 'eu irei cando poida' é unha conxunción subordinada,a,glg-30-00552618-a
1070,conforme,1,un lugar perfectamente conforme coa natureza do home (Thomas Hardy),a,glg-30-00552841-a
1071,discordante,1,as visións discordantes coas ideas de hoxe,a,glg-30-00553899-a
1072,contraído,1,os alumnos contraídos dos seus ollos,a,glg-30-00554478-a
1073,atrofiado,1,a parálise parcial deu como resultado un brazo esquerdo atrofiado,a,glg-30-00554879-a
1074,hipertrofiado,1,as fibras miocárdicas hipertrofiadas,a,glg-30-00555117-a
1075,condicional,1,a aceptación condicional dos termos,a,glg-30-00555325-a
1076,condicional,1,prestoulle o seu apoio condicional,a,glg-30-00555325-a
1077,condicional,1,a venda condicional non estará completa ata que o prezo total da compra se pague,a,glg-30-00555325-a
1078,incondicional,2,a rendición incondicional,a,glg-30-00556709-a
1079,imposto,2,obediencia imposta,a,glg-30-00557478-a
1080,non_imposto,1,moitas leis non impostas poden producir desprezo pola propia lei,a,glg-30-00557637-a
1081,abarrotado,1,un teatro abarrotado,a,glg-30-00559690-a
1082,axeitado,2,unha atmosfera axeitada para traballar alí,a,glg-30-00560586-a
1083,inadaptado,3,os compañeiros inadaptados de cuarto estaban sempre pelexando,a,glg-30-00561036-a
1084,incongruente,2,un plan incongruente coa razón,a,glg-30-00562469-a
1085,incongruente,2,o comportamento incongruente,a,glg-30-00562469-a
1086,incongruente,2,unha broma que foi incongruente cunha conversa educada,a,glg-30-00562469-a
1087,conxunto,3,o movemento conxunto dunha escala ascendente,a,glg-30-00565799-a
1088,conquistable,1,sabía que os seus medos serían finalmente conquistables,a,glg-30-00569090-a
1089,inconquistable,1,unha homenaxe á súa coraxe ... e a súa vontade inconquistable (R. E. Danielson),a,glg-30-00569568-a
1090,consciente,2,permaneceu consciente durante a operación,a,glg-30-00570590-a
1091,consciente,2,consciente das súas faltas,a,glg-30-00570590-a
1092,consciente,2,foi consciente de que o estaban seguindo,a,glg-30-00570590-a
1093,inconsciente,1,estaba inconsciente no chan,a,glg-30-00571643-a
1094,consagrado,1,unha vida consagrada á ciencia,a,glg-30-00573225-a
1095,consagrado,1,o templo consagrado,a,glg-30-00573225-a
1096,profanado,1,moitos santuarios e cemiterios profanados,a,glg-30-00573770-a
1097,sacerdotal,1,a dedicación sacerdotal á xente da súa parroquia,a,glg-30-00574114-a
1098,non_sacerdotal,1,o comportamento non sacerdotal,a,glg-30-00574308-a
1099,coherente,1,decidín que o comportamento que eu estou seguindo é coherente co meu sentido do responsabilidade como presidente en tempo de guerra (FDR),a,glg-30-00576680-a
1100,visible,1,unha torre visible a gran distancia,a,glg-30-00579084-a
1101,visible,1,usaba garavata visible,a,glg-30-00579084-a
1102,imperceptible,2,empurrou a corda a través dun burato imperceptible,a,glg-30-00581401-a
1103,discernible,1,as cousas acontecen na terra e no ceo sen causa discernible,a,glg-30-00581812-a
1104,indiscernible,1,un aumento na temperatura indiscernible,a,glg-30-00582164-a
1105,distinguible,1,só o brillo do seu metal era distinguible na escuridade,a,glg-30-00582314-a
1106,distinguible,1,diferenzas distinguibles entre os xemelgos,a,glg-30-00582314-a
1107,indistinguible,1,"os dous espécimes son realmente diferentes uns dos outros, pero as diferenzas son case indistinguibles",a,glg-30-00582876-a
1108,indistinguible,1,os xemelgos eran indistinguibles,a,glg-30-00582876-a
